"","fb_post_id","Topic_page","Topic","likes","comments","shares"
"1241","2010283762435285","General","General",27,0,2
"1242","2010253689104959","General","General",8,0,5
"1243","2007169776080017","General","General",26,0,8
"1244","2007156692747992","General","General",18,0,3
"1245","2007165016080493","General","General",6,0,1
"1246","2007144256082569","General","General",7,0,4
"1247","1976284259168569","General","General",24,0,8
"1248","2005786162885045","General","General",242,0,22
"1249","2006884839441844","General","General",52,0,4
"1250","2005955452868116","General","General",15,0,5
"1251","2004870026309992","General","General",16,0,1
"1252","2004818522981809","General","General",20,0,1
"1253","2004651582998503","General","General",258,3,119
"1254","2004632539667074","General","General",125,3,44
"1255","2003483876448607","General","General",141,0,19
"1256","2003502136446781","General","General",161,10,30
"1257","2003450069785321","General","General",9,0,1
"1258","2002433843220277","General","General",14,1,6
"1259","2002414849888843","General","General",13,0,3
"1260","1999026453561016","General","General",13,0,2
"1261","1999013203562341","General","General",31,0,6
"1262","1999015770228751","General","General",28,1,9
"1263","1998990843564577","General","General",28,0,13
"1264","1998998243563837","General","General",29,0,8
"1265","1999049500225378","General","General",927,17,430
"1266","1998980083565653","General","General",266,4,38
"1267","1998949160235412","General","General",23,0,8
"1268","1997797737017221","General","General",42,0,9
"1269","1997782637018731","General","General",48,0,7
"1270","1996613767135618","General","General",38,4,14
"1271","1996741243789537","General","General",51,0,11
"1272","1996645240465804","General","General",10,0,2
"1273","1991419720988356","General","General",35,1,2
"1274","1991353810994947","General","General",48,2,3
"1275","1991316170998711","General","General",32,0,13
"1276","1991350844328577","General","General",36,0,4
"1277","1991349724328689","General","General",9,0,3
"1278","1991365927660402","General","General",115,0,8
"1279","1991337290996599","General","General",116,1,51
"1280","1991394824324179","General","General",214,7,35
"1281","1991331167663878","General","General",13,0,2
"1282","1991321460998182","General","General",109,0,7
"1283","1991360677660927","General","General",23,3,2
"1284","1990202511110077","General","General",55,0,4
"1285","1990547681075560","General","General",8,0,0
"1286","1990214394442222","General","General",27,0,4
"1287","1989376461192682","General","General",10,0,8
"1288","1988443934619268","General","General",138,3,61
"1289","1989214184542243","General","General",12,0,1
"1290","1988364311293897","General","General",18,0,8
"1291","1988473741282954","General","General",514,19,167
"1292","1988202211310107","General","General",55,0,6
"1293","1988165391313789","General","General",4,0,0
"1294","1987304864733175","General","General",10,2,2
"1295","1987198328077162","General","General",32,2,0
"1296","1987086444755017","General","General",10,0,1
"1297","1984031708393824","General","General",19,0,7
"1298","1983957731734555","General","General",95,0,16
"1299","1984006041729724","General","General",36,0,12
"1300","1983996848397310","General","General",13,0,0
"1301","1983946635068998","General","General",14,0,1
"1302","1984915061638822","General","General",185,1,21
"1303","1984127648384230","General","General",64,3,6
"1304","1984159585047703","General","General",34,4,6
"1305","1983949601735368","General","General",196,3,41
"1306","1983954651734863","General","General",7,3,0
"1307","1982967191833609","General","General",633,9,103
"1308","1982069291923399","General","General",5,0,3
"1309","555332188499429","General","General",98,17,19
"1310","1982881391842189","General","General",66,1,11
"1311","1982875405176121","General","General",16,0,4
"1312","1982028691927459","General","General",37,0,5
"1313","1981767008620294","General","General",137,3,18
"1314","1980707252059603","General","General",18,1,3
"1315","1980820928714902","General","General",164,2,25
"1316","1980555275408134","General","General",264,10,57
"1317","1980522558744739","General","General",21,0,4
"1318","1979744252155903","General","General",128,5,20
"1319","1979494132180915","General","General",11,0,1
"1320","1979556915507970","General","General",19,0,3
"1321","1974350169361978","General","General",117,2,15
"1322","1976140269182968","General","General",131,3,2
"1323","1976234509173544","General","General",84,0,21
"1324","1976216429175352","General","General",18,0,5
"1325","1976132789183716","General","General",91,1,4
"1326","1973262852804043","General","General",62,1,11
"1327","1976234225840239","General","General",5,0,0
"1328","1976216465842015","General","General",123,0,18
"1329","1974445916019070","General","General",158,1,6
"1330","1976417549155240","General","General",103,0,11
"1331","1976207399176255","General","General",81,3,22
"1332","1976133425850319","General","General",18,0,0
"1333","1975262645937397","General","General",191,1,9
"1334","1975206609276334","General","General",17,4,4
"1335","1975277579269237","General","General",327,11,30
"1336","1974164936047168","General","General",10,0,0
"1337","1974349376028724","General","General",136,0,6
"1338","1974132069383788","General","General",191,6,90
"1339","1973291359467859","General","General",28,1,0
"1340","1973381199458875","General","General",272,0,6
"1341","1973308459466149","General","General",120,2,37
"1342","1973195249477470","General","General",13,0,3
"1343","1972133012917027","General","General",86,2,46
"1344","1972346516229010","General","General",8,1,0
"1345","1972166922913636","General","General",51,0,20
"1346","1969013719895623","General","General",31,0,20
"1347","1968997183230610","General","General",27,1,5
"1348","1968961133234215","General","General",44,0,7
"1349","1968977016565960","General","General",13,0,0
"1350","1968949436568718","General","General",21,0,4
"1351","1969235756540086","General","General",287,3,67
"1352","1968981453232183","General","General",16,0,5
"1353","1968928433237485","General","General",9,0,5
"1354","1968046543325674","General","General",12,0,0
"1355","1968114456652216","General","General",12,0,1
"1356","1967091766754485","General","General",30,0,2
"1357","1966908070106188","General","General",165,1,66
"1358","1966941583436170","General","General",9,0,2
"1359","1966053990191596","General","General",113,2,60
"1360","1965991980197797","General","General",30,0,4
"1361","1966088493521479","General","General",1329,51,232
"1362","1965911550205840","General","General",12,0,4
"1363","1964938456969816","General","General",102,0,30
"1364","1964896896973972","General","General",44,1,9
"1365","1964793716984290","General","General",34,0,11
"1366","1960598237403838","General","General",22,1,3
"1367","1960606360736359","General","General",81,0,16
"1368","1960638587399803","General","General",43,0,8
"1369","1959745197489142","General","General",83,1,11
"1370","1960622227401439","General","General",106,1,20
"1371","1959720697491592","General","General",55,0,25
"1372","1960618217401840","General","General",143,4,21
"1373","1960555947408067","General","General",14,1,7
"1374","1959529197510742","General","General",46,1,18
"1375","1960531747410487","General","General",34,0,10
"1376","1959865064143822","General","General",21,0,12
"1377","1959786094151719","General","General",22,0,1
"1378","1958756304254698","General","General",166,2,70
"1379","1958732427590419","General","General",6,0,0
"1380","1958643287599333","General","General",6,0,1
"1381","1958701590926836","General","General",146,1,36
"1382","1958548127608849","General","General",15,0,4
"1383","1957743547689307","General","General",43,0,20
"1384","1957603087703353","General","General",123,8,3
"1385","1952620568201605","General","General",106,1,10
"1386","1954637274666601","General","General",51,4,12
"1387","1954724574657871","General","General",7,0,4
"1388","1954579461339049","General","General",29,0,0
"1389","1954653917998270","General","General",46,0,15
"1390","1954716491325346","General","General",428,3,90
"1391","1954555558008106","General","General",99,1,25
"1392","1954562528007409","General","General",248,20,10
"1393","1954548814675447","General","General",26,2,5
"1394","1951705058293156","General","General",717,34,566
"1395","1953485224781806","General","General",3496,154,911
"1396","1953472021449793","General","General",15,1,6
"1397","1951737341623261","General","General",22,0,2
"1398","1952461708217491","General","General",365,6,437
"1399","1952452418218420","General","General",123,0,40
"1400","1951687921628203","General","General",40,23,13
"1401","1951493244981004","General","General",21,3,5
"1402","1950705181726477","General","General",10,1,1
"1403","1950668825063446","General","General",39,3,7
"1404","1950498601747135","General","General",17,0,0
"1405","1950485985081730","General","General",86,4,18
"1406","1947548898708772","General","General",298,17,12
"1407","1947535085376820","General","General",70,0,23
"1408","1947494328714229","General","General",114,3,23
"1409","1947520465378282","General","General",89,2,28
"1410","1947503288713333","General","General",66,2,1
"1411","1947525378711124","General","General",237,17,61
"1412","1947789528684709","General","General",17,1,5
"1413","1947558278707834","General","General",31,1,11
"1414","1946378895492439","General","General",25,0,1
"1415","1946405592156436","General","General",175,3,28
"1416","1946296388834023","General","General",114,3,22
"1417","1945301242266871","General","General",3,0,3
"1418","1944477295682599","General","General",463,21,246
"1419","1944443862352609","General","General",28,0,19
"1420","1944244802372515","General","General",119,0,52
"1421","1940189942778001","General","General",11,0,2
"1422","1940229676107361","General","General",108,5,26
"1423","1940168989446763","General","General",14,1,3
"1424","1940321406098188","General","General",198,6,126
"1425","1940201182776877","General","General",10,0,0
"1426","1940316422765353","General","General",205,2,103
"1427","1940222239441438","General","General",49,0,26
"1428","1940391586091170","General","General",49,0,12
"1429","1940112336119095","General","General",87,5,6
"1430","1940195749444087","General","General",213,3,32
"1431","1940106406119688","General","General",11,0,3
"1432","1939323239531338","General","General",57,0,2
"1433","1938419906288338","General","General",19,0,3
"1434","1938402559623406","General","General",8,0,3
"1435","1938249242972071","General","General",98,2,35
"1436","1938191466311182","General","General",184,8,129
"1437","1938173112979684","General","General",114,0,49
"1438","1937405783056417","General","General",22,0,2
"1439","1937252033071792","General","General",7,0,2
"1440","1937223433074652","General","General",49,1,16
"1441","1936347016495627","General","General",17,0,0
"1442","1936303329833329","General","General",106,0,19
"1443","1936229679840694","General","General",42,0,2
"1444","1933365330127129","General","General",133,3,66
"1445","1931696186960710","General","General",7,0,2
"1446","1933356716794657","General","General",40,1,16
"1447","1933343343462661","General","General",318,14,171
"1448","1933384960125166","General","General",11,0,3
"1449","1933494560114206","General","General",26,1,6
"1450","1933406893456306","General","General",340,3,91
"1451","1932594963537499","General","General",6,0,0
"1452","1932585096871819","General","General",157,4,7
"1453","1931673420296320","General","General",46,0,11
"1454","1930643903732605","General","General",187,8,91
"1455","1931443000319362","General","General",148,128,19
"1456","1931425786987750","General","General",22,0,2
"1457","1930706710392991","General","General",50,0,0
"1458","1930590763737919","General","General",20,0,5
"1459","1930520647078264","General","General",38,1,14
"1460","1929660437164285","General","General",102,7,2
"1461","1929523503844645","General","General",101,1,18
"1462","1926643734132622","General","General",72,0,30
"1463","1926545780809084","General","General",114,5,24
"1464","1926614920802170","General","General",5,0,1
"1465","1926551967475132","General","General",291,12,50
"1466","1926510360812626","General","General",232,0,28
"1467","1923480727782256","General","General",123,0,55
"1468","1926654024131593","General","General",32,0,2
"1469","1924463417683987","General","General",72,0,25
"1470","1923690354427960","General","General",156,4,46
"1471","1924466491017013","General","General",17,0,14
"1472","1924665447663784","General","General",35,0,31
"1473","1924401517690177","General","General",5777,244,3780
"1474","1923614581102204","General","General",15,0,7
"1475","1923487574448238","General","General",139,1,35
"1476","1922636501200012","General","General",280,4,218
"1477","1922606831202979","General","General",4507,180,142
"1478","1922466461217016","General","General",77,1,25
"1479","1922410087889320","General","General",26,3,8
"1480","1919358188194510","General","General",159,2,128
"1481","1919391588191170","General","General",38,0,22
"1482","1919332868197042","General","General",31,0,6
"1483","1919346301529032","General","General",26,0,0
"1484","1920311771432485","General","General",122,4,39
"1485","1919412448189084","General","General",59,2,2
"1486","1919295468200782","General","General",50,0,14
"1487","1919274198202909","General","General",451,3,16
"1488","1917290941734568","General","General",22,0,6
"1489","1916375581826104","General","General",275,1,132
"1490","705038146931236","General","General",372,57,100
"1491","1917312038399125","General","General",186,0,22
"1492","1916533091810353","General","General",94,0,15
"1493","1916193215177674","General","General",149,21,81
"1494","1915428951920767","General","General",27,0,9
"1495","1915276601936002","General","General",7,0,2
"1496","1912524878877841","General","General",8,0,0
"1497","1912376442226018","General","General",87,0,5
"1498","1912385742225088","General","General",14,1,0
"1499","1912578308872498","General","General",25,0,7
"1500","1912409552222707","General","General",34,0,19
"1501","1912533255543670","General","General",22,0,0
"1502","1912353145561681","General","General",22,1,12
"1503","1911445125652483","General","General",13,0,6
"1504","1911393125657683","General","General",93,4,11
"1505","1910355652428097","General","General",11,0,1
"1506","1910424489087880","General","General",5657,348,10218
"1507","1909536879176641","General","General",8,0,3
"1508","1909389959191333","General","General",234,8,27
"1509","1909370855859910","General","General",786,14,230
"1510","1908442782619384","General","General",23,0,7
"1511","1908313589298970","General","General",14,0,3
"1512","1905408506256145","General","General",77,13,11
"1513","1907484312715231","General","General",74,6,20
"1514","1905418522921810","General","General",12,3,2
"1515","1907357949394534","General","General",84,3,24
"1516","1905632732900389","General","General",74,5,15
"1517","1905511852912477","General","General",82,6,15
"1518","1905347496262246","General","General",34,0,10
"1519","1905762756220720","General","General",69,0,11
"1520","1905330566263939","General","General",44,4,14
"1521","1904361909694138","General","General",72,0,38
"1522","1904802362983426","General","General",15,2,10
"1523","1889560324507630","General","General",69,0,11
"1524","1903519433111719","General","General",40,0,12
"1525","1903485263115136","General","General",50,1,20
"1526","1903386639791665","General","General",178,4,52
"1527","1902602769870052","General","General",51,0,8
"1528","1902581079872221","General","General",44,0,15
"1529","1902717759858553","General","General",15,0,3
"1530","1902420699888259","General","General",820,54,112
"1531","1901611173302545","General","General",110,2,40
"1532","1901475783316084","General","General",24,0,5
"1533","1900721376724858","General","General",60,0,37
"1534","1898426153621047","General","General",237,9,19
"1535","1898770346919961","General","General",37,19,6
"1536","1898410640289265","General","General",24,0,5
"1537","1897426213721041","General","General",36,1,7
"1538","1897383950391934","General","General",207,10,71
"1539","1896467943816868","General","General",209,8,10
"1540","1896434803820182","General","General",48,1,6
"1541","1895506340579695","General","General",29,1,7
"1542","1895541230576206","General","General",28,0,3
"1543","1894547537342242","General","General",17,0,2
"1544","1894497974013865","General","General",76,2,2
"1545","1893623724101290","General","General",162,19,84
"1546","1891549777642018","General","General",22,0,1
"1547","1891565100973819","General","General",85,4,27
"1548","1888499381280391","General","General",6,1,1
"1549","1891550740975255","General","General",22,0,5
"1550","1891526220977707","General","General",66,0,9
"1551","1890703321059997","General","General",44,12,12
"1552","1890511374412525","General","General",50,0,11
"1553","1890464584417204","General","General",17,0,2
"1554","1887259601404369","General","General",7,0,5
"1555","1889399551190374","General","General",87,0,40
"1556","1888429557954040","General","General",25,0,5
"1557","1888318691298460","General","General",98,1,8
"1558","1887522228044773","General","General",9,0,2
"1559","1888310204632642","General","General",31,1,9
"1560","1887510244712638","General","General",14,0,2
"1561","1887497064713956","General","General",10,0,0
"1562","1887303484733314","General","General",79,0,11
"1563","1884425435021119","General","General",9,0,3
"1564","1884189548378041","General","General",63,0,8
"1565","1884215521708777","General","General",192,2,1
"1566","1884178035045859","General","General",66,0,23
"1567","1884416125022050","General","General",151,0,31
"1568","1884207805042882","General","General",67,4,66
"1569","1884439768353019","General","General",18,0,1
"1570","1884223241708005","General","General",147,0,47
"1571","1883333918463604","General","General",2164,34,130
"1572","1883210711809258","General","General",10,0,2
"1573","1882316995231963","General","General",46,1,11
"1574","1881411558655840","General","General",52,0,19
"1575","1882126485251014","General","General",86,0,19
"1576","1881242842006045","General","General",12,0,5
"1577","1881202545343408","General","General",5,1,2
"1578","1880301648766831","General","General",40,0,9
"1579","1880285162101813","General","General",419,3,74
"1580","1877342099062786","General","General",104,1,28
"1581","1877367819060214","General","General",29,0,12
"1582","1877268632403466","General","General",171,23,72
"1583","1877285045735158","General","General",42,0,13
"1584","1876299025833760","General","General",234,4,38
"1585","1877344785729184","General","General",154,0,20
"1586","1877343912395938","General","General",57,0,11
"1587","1877231109073885","General","General",13,0,3
"1588","1876267345836928","General","General",165,0,30
"1589","1875545682575761","General","General",9,0,1
"1590","1873559706107692","General","General",61,0,21
"1591","1875270895936573","General","General",25,0,16
"1592","1874542759342720","General","General",142,59,70
"1593","1874346672695662","General","General",117,5,36
"1594","1874241079372888","General","General",363,0,84
"1595","1873538882776441","General","General",147,0,72
"1596","1873403299456666","General","General",31,3,12
"1597","1870456309751365","General","General",407,17,111
"1598","1870409526422710","General","General",32,0,1
"1599","1870378603092469","General","General",408,26,14
"1600","1870363759760620","General","General",6,1,5
"1601","3869919966358272","General","General",3,1,5
"1602","3867152209968381","General","General",9,0,0
"1603","3863899856960283","General","General",9,1,1
"1604","3859950614021874","General","General",3,1,1
"1605","3797054686978134","General","General",4,1,0
"1606","3797030043647265","General","General",8,0,0
"1607","3797017916981811","General","General",4,1,0
"1608","3841121602571442","General","General",4,2,1
"1609","3802737219743214","General","General",5,0,0
"1610","3802706639746272","General","General",2,0,0
"1611","3802680339748902","General","General",7,0,0
"1612","3812222748794661","General","General",1,1,1
"1613","3812140452136224","General","General",6,0,0
"1614","3812089388807997","General","General",10,1,3
"1615","3812048548812081","General","General",21,0,2
"1616","3803214256362177","General","General",4,0,2
"1617","3802483906435212","General","General",12,2,4
"1618","3800151966668406","General","General",1,0,0
"1619","3799683426715260","General","General",9,0,0
"1620","3793987087284894","General","General",11,0,2
"1621","3790313707652232","General","General",2,0,1
"1622","3780820238601579","General","General",3,0,1
"1623","3778190638864539","General","General",1,0,1
"1624","3775318039151799","General","General",0,0,3
"1625","3774584622558474","General","General",14,0,6
"1626","3772069802809956","General","General",8,0,0
"1627","3768924683124468","General","General",3,0,1
"1628","3768275246522745","General","General",7,0,2
"1629","3761762257174044","General","General",12,4,3
"1630","3759074924109444","General","General",12,0,5
"1631","3755781161105487","General","General",2,0,0
"1632","3752366141446989","General","General",13,0,7
"1633","3748886408461629","General","General",1,0,0
"1634","3746535302030073","General","General",4,0,0
"1635","3734262279924042","General","General",14,0,2
"1636","3733483783335225","General","General",1,0,2
"1637","3730605040289766","General","General",6,0,1
"1638","3727242253959378","General","General",2,0,0
"1639","638882126754348","General","General",0,0,0
"1640","3724090954274508","General","General",9,0,14
"1641","3715516391798631","General","General",5,1,1
"1642","2553666768277861","General","General",0,0,0
"1643","3715616645121939","General","General",9,0,2
"1644","3715610095122594","General","General",5,0,3
"1645","3712443975439206","General","General",4,3,0
"1646","3710405255643078","General","General",5,0,0
"1647","3707319225951681","General","General",11,0,12
"1648","3706739946009609","General","General",6,0,1
"1649","3706530019363935","General","General",9,0,2
"1650","3704216602928610","General","General",1,0,1
"1651","3694579230559014","General","Climate Change",2,0,0
"1652","3694254277258176","General","General",6,0,4
"1653","3688190671197870","General","General",3,0,2
"1654","3682545901762347","General","General",4,0,0
"1655","3676259485724322","General","General",5,0,0
"1656","3673486899334914","General","General",2,0,3
"1657","3673398149343789","General","General",0,2,0
"1658","3673313046018966","General","General",7,0,0
"1659","3667689433247994","General","General",4,0,0
"1660","3664146906935580","General","General",4,0,2
"1661","3661336730549931","General","General",6,0,0
"1662","3212246338832258","General","General",0,0,0
"1663","3652846254732312","General","General",9,0,0
"1664","3646541848696086","General","General",9,0,1
"1665","3646503235366614","General","General",5,0,2
"1666","3644181335598804","General","General",9,0,3
"1667","3641767979173473","General","General",10,0,4
"1668","3633888973294707","General","General",8,0,0
"1669","3630138700336401","General","General",1,0,0
"1670","3627363937280544","General","General",5,0,2
"1671","3621042271246044","General","General",7,2,0
"1672","3614146398602298","General","General",4,0,0
"1673","3609978602352411","General","General",6,0,1
"1674","3607495545934050","General","General",10,0,1
"1675","3596422567041348","General","General",6,0,1
"1676","3593403970676541","General","General",6,0,1
"1677","3593160344034237","General","General",4,0,0
"1678","3592439734106298","General","General",2,0,0
"1679","3590410607642544","General","General",7,0,0
"1680","3590223527661252","General","General",6,0,0
"1681","3588058151211123","General","General",12,0,4
"1682","3587031611313777","General","General",4,0,2
"1683","3586917811325157","General","General",2,0,0
"1684","3573942422622696","General","General",5,0,3
"1685","3568757143141224","General","General",4,0,6
"1686","3568669983149940","General","General",1,0,0
"1687","3566475713369367","General","General",6,0,4
"1688","3566385920045013","General","General",7,0,0
"1689","3554073427942929","General","General",11,0,6
"1690","3554120164604922","General","General",2,0,1
"1691","3550399031643702","General","General",2,0,0
"1692","3548127051870900","General","General",7,0,0
"1693","3545195428830729","General","General",7,0,4
"1694","3545006175516321","General","General",10,0,2
"1695","3542899435726995","General","General",9,0,3
"1696","3537607362922869","General","General",7,0,0
"1697","3534767829873489","General","General",5,0,1
"1698","3532195943464011","General","General",0,0,0
"1699","3531562043527401","General","General",5,0,1
"1700","3529180333765572","General","General",6,0,2
"1701","3526638364019769","General","General",5,0,0
"1702","3523784824305123","General","General",1,0,0
"1703","3513960145287591","General","General",5,0,3
"1704","3518451324838473","General","General",5,1,5
"1705","3513902825293323","General","General",6,0,0
"1706","3513815108635428","General","General",3,0,0
"1707","3510508132299459","General","General",5,0,1
"1708","3508676115815994","General","General",1,0,0
"1709","3506109352739337","General","General",2,0,0
"1710","3502956749721264","General","General",2,0,0
"1711","3500046146678991","General","General",1,0,0
"1712","3497831503567122","General","General",2,0,0
"1713","3497385166945089","General","General",6,0,1
"1714","3494966380520301","General","General",4,0,0
"1715","3494441443906128","General","General",5,0,0
"1716","3492540454096227","General","General",7,0,1
"1717","3492249957458610","General","General",5,0,3
"1718","3492247034125569","General","General",3,0,1
"1719","3492162030800736","General","General",2,0,0
"1720","3491469200870019","General","General",5,0,3
"1721","3489652867718319","General","General",4,0,1
"1722","3489036291113310","General","General",9,0,0
"1723","3481113808572225","General","General",12,0,2
"1724","3478513355498937","General","General",6,0,2
"1725","3478343172182622","General","General",13,0,1
"1726","3476499242367015","General","General",5,0,0
"1727","3476082989075307","General","General",11,0,5
"1728","3473379846012288","General","General",5,0,1
"1729","3473246279358978","General","General",7,0,0
"1730","3473225662694373","General","General",8,0,2
"1731","3471072429576363","General","General",3,0,0
"1732","3470730399610566","General","General",1,0,0
"1733","3462710783745861","General","General",16,0,4
"1734","3460678683949071","General","General",6,0,2
"1735","3460371120646494","General","General",5,0,2
"1736","3458425420841064","General","General",6,0,0
"1737","3458278084189131","General","General",0,0,0
"1738","3457880134228926","General","General",0,0,0
"1739","3455095947840678","General","General",1,0,0
"1740","3455088364508103","General","General",0,0,0
"1741","3452913624725577","General","General",2,0,0
"1742","3452657144751225","General","General",3,0,0
"1743","3452386528111620","General","General",0,0,1
"1744","3450628514954088","General","General",1,0,1
"1745","3450282368322036","General","General",3,0,0
"1746","3449957435021196","General","General",0,0,0
"1747","3445132475503692","General","General",3,0,3
"1748","3443032702380336","General","General",0,0,0
"1749","3442769952406611","General","General",12,0,0
"1750","3442572879092985","General","General",3,0,0
"1751","3440624912621115","General","General",0,0,0
"1752","3439905772693029","General","General",9,0,1
"1753","3437497872933819","General","General",6,0,0
"1754","3435773116439628","General","General",10,0,3
"1755","3435554656461474","General","General",26,3,2
"1756","3434979766518963","General","General",4,0,1
"1757","3432825036734436","General","General",7,0,1
"1758","3432721833411423","General","General",6,0,2
"1759","3423113644372242","General","Climate Change",9,0,1
"1760","3422371047779835","General","General",0,0,0
"1761","3422200447796895","General","General",5,0,0
"1762","3419313591418914","General","General",6,0,1
"1763","3419280451422228","General","General",4,0,0
"1764","3416915068325433","General","General",13,0,1
"1765","3414966941853579","General","General",11,0,1
"1766","3414906825192924","General","General",6,0,0
"1767","3414258458591094","General","General",2,0,1
"1768","3409234725760134","General","General",9,0,4
"1769","3404600269556913","General","General",10,3,23
"1770","3400888316594775","General","General",11,0,5
"1771","3400681443282129","General","General",6,0,4
"1772","3398227533527520","General","General",3,0,1
"1773","3398131406870466","General","General",7,0,2
"1774","3395829570433983","General","General",1,0,0
"1775","3392932934056980","General","General",7,0,9
"1776","3388113744538899","General","General",5,0,2
"1777","3389315921085348","General","General",12,0,4
"1778","3388083441208596","General","General",5,5,0
"1779","3385563111460629","General","General",16,3,3
"1780","3385543998129207","General","General",7,0,1
"1781","3383929591623981","General","General",5,0,0
"1782","3383486535001620","General","General",34,0,21
"1783","3380942478589359","General","General",16,0,2
"1784","3369304919753115","General","General",3,0,0
"1785","3366022680081339","General","General",10,0,3
"1786","3364534533563487","General","General",4,0,10
"1787","3354796647870609","General","General",9,0,1
"1788","3354260041257603","General","General",7,0,0
"1789","3352528601430747","General","General",8,0,7
"1790","3347755195241421","General","General",9,0,0
"1791","3345272178823056","General","General",13,0,3
"1792","3338378409512433","General","General",10,0,2
"1793","3335731503110457","General","General",3,0,2
"1794","3333647466652194","General","General",1,0,0
"1795","3333295813354026","General","General",10,0,5
"1796","3330749496941991","General","General",16,0,0
"1797","3328244920525782","General","General",9,0,1
"1798","3321496257867315","General","General",4,0,1
"1799","3318944178122523","General","General",15,0,5
"1800","3318664464817161","General","General",3,0,0
"1801","3316042155079392","General","General",5,0,0
"1802","3311590458857895","General","General",15,0,0
"1803","3299515006732107","General","General",14,0,0
"1804","3297805876903020","General","General",17,0,4
"1805","3297214450295496","General","General",6,0,1
"1806","3295408397142768","General","General",13,0,0
"1807","10157289321950825","General","General",46,1,5
"1808","10157288878195825","General","General",82,3,2
"1809","10157282015730825","General","General",61,0,14
"1810","10157281664210825","General","General",24,0,4
"1811","10157279354480825","General","General",154,2,20
"1812","10157277374325825","General","General",294,10,23
"1813","10157277184030825","General","General",31,0,6
"1814","10157275028160825","General","General",85,1,12
"1815","10157274827030825","General","General",39,0,11
"1816","10157272848980825","General","General",27,1,3
"1817","10157266012430825","General","General",89,3,18
"1818","10157263649025825","General","General",38,0,12
"1819","10157261434100825","General","General",139,12,29
"1820","10157259332790825","General","General",8,0,0
"1821","10157221880870825","General","General",149,4,17
"1822","10157231885070825","General","General",71,0,7
"1823","10157227307390825","General","General",1285,7,140
"1824","10157226794830825","General","General",1007,94,46
"1825","10157226523205825","General","General",44,0,13
"1826","10157224571575825","General","General",75,0,9
"1827","10157221672920825","General","General",34,0,9
"1828","10157214033000825","General","General",174,25,22
"1829","10157209109915825","General","General",115,4,24
"1830","1646219168874591","General","General",286,262,43
"1831","10157195657410825","General","General",147,3,99
"1832","10157195525225825","General","General",209,7,109
"1833","10157195501130825","General","General",526,10,136
"1834","10157195451870825","General","General",214,12,20
"1835","10157189887950825","General","General",51,0,8
"1836","10157189774035825","General","General",96,1,9
"1837","10157189311630825","General","General",18,0,2
"1838","10157186401345825","General","General",44,0,3
"1839","10157183632420825","General","General",43,0,6
"1840","10157175715160825","General","General",61,0,8
"1841","10157173476005825","General","General",87,0,2
"1842","10157170795630825","General","General",38,0,1
"1843","10157170773800825","General","General",30,4,2
"1844","10157165739465825","General","General",126,4,14
"1845","10157165340500825","General","General",11,0,0
"1846","10157165227390825","General","General",736,21,8
"1847","10157157597255825","General","General",16,0,3
"1848","10157154565620825","General","General",25,0,0
"1849","10157151925450825","General","General",31,0,5
"1850","10157147232770825","General","General",20,0,0
"1851","10157147098380825","General","General",24,0,1
"1852","10157145207700825","General","General",19,0,1
"1853","10157138107365825","General","General",83,1,24
"1854","10157134516000825","General","General",123,6,15
"1855","10157131701190825","General","General",33,0,2
"1856","10157131263755825","General","General",47,2,2
"1857","10157126018695825","General","General",120,1,23
"1858","10157126238015825","General","General",37,0,4
"1859","10157122921305825","General","General",57,1,1
"1860","10157122469075825","General","General",58,0,5
"1861","10157120681950825","General","General",10,0,2
"1862","10157114360605825","General","General",31,0,0
"1863","10157111309180825","General","General",40,0,5
"1864","10157108207090825","General","General",34,0,2
"1865","10157105139225825","General","General",58,3,7
"1866","10157102197605825","General","General",38,1,17
"1867","10157102078145825","General","General",23,1,1
"1868","10157101674000825","General","General",68,7,9
"1869","10157096480505825","General","General",70,0,3
"1870","10157096105780825","General","General",843,0,77
"1871","10157092893045825","General","General",17,0,0
"1872","10157092774690825","General","General",33,0,5
"1873","10157087370310825","General","General",72,0,6
"1874","10157086782990825","General","General",115,1,8
"1875","10157086771260825","General","General",123,0,12
"1876","10157086700630825","General","General",76,0,2
"1877","10157084769915825","General","General",64,6,14
"1878","10157070420875825","General","General",42,1,16
"1879","10157072981960825","General","General",59,0,13
"1880","10157067638450825","General","General",46,0,3
"1881","10157070319005825","General","General",96,1,14
"1882","10157067583055825","General","General",55,3,9
"1883","10157067399935825","General","General",197,3,19
"1884","10157062326070825","General","General",54,0,11
"1885","10157052298500825","General","General",121,1,4
"1886","10157062010655825","General","General",57,0,11
"1887","10157061962005825","General","General",121,3,21
"1888","10157049261255825","General","General",137,34,18
"1889","10157049098265825","General","General",37,0,2
"1890","10157046250705825","General","General",736,6,66
"1891","10157046066010825","General","General",44,0,4
"1892","10157031639410825","General","General",355,1,49
"1893","10157040552125825","General","General",237,4,15
"1894","10157040086405825","General","General",112,1,7
"1895","10157031965675825","General","General",285,11,45
"1896","10157028869365825","General","General",29,0,7
"1897","10157028821710825","General","General",63,7,3
"1898","10157025552840825","General","General",71,0,14
"1899","10157023037390825","General","General",79,2,12
"1900","10157020013000825","General","General",88,0,7
"1901","10157010703950825","General","General",162,105,31
"1902","10157007521400825","General","General",98,6,15
"1903","172569020820923","General","General",436,187,58
"1904","10157004668765825","General","General",118,3,10
